Arc Length (m),Radius (m),Curvature (1/m),Angle (deg),Coordinates
1041.4876760231443,2044.549832103593,0.0004891052222342371,29.186301705162403,"[<QgsPointXY: POINT(8151493.01585921924561262 2175749.03428697166964412)>, <QgsPointXY: POINT(8151606.73450487200170755 2175653.87999173952266574)>, <QgsPointXY: POINT(8151720.45315052755177021 2175560.6680730115622282)>, <QgsPointXY: POINT(8151791.98584698792546988 2175496.58513843081891537)>, <QgsPointXY: POINT(8151865.35271515138447285 2175422.79293027054518461)>, <QgsPointXY: POINT(8151944.22209842689335346 2175329.58212075289338827)>, <QgsPointXY: POINT(8151999.2472495511174202 2175255.79054716462269425)>, <QgsPointXY: POINT(8152061.60908749047666788 2175158.69679855275899172)>, <QgsPointXY: POINT(8152138.64429906196892262 2175032.47565100947394967)>, <QgsPointXY: POINT(8152171.6593897370621562 2174972.27816183818504214)>]"
913.5163581361817,920.4179187843496,0.00108646298555417,56.8661591318148,"[<QgsPointXY: POINT(8152163.40561706479638815 2174991.69668634748086333)>, <QgsPointXY: POINT(8152220.26493989303708076 2174910.13901386596262455)>, <QgsPointXY: POINT(8152286.29512124136090279 2174838.29087182972580194)>, <QgsPointXY: POINT(8152365.1645045168697834 2174766.44299554685130715)>, <QgsPointXY: POINT(8152445.86805949732661247 2174717.89728363370522857)>, <QgsPointXY: POINT(8152570.59173537604510784 2174653.81712967017665505)>, <QgsPointXY: POINT(8152693.4812395516782999 2174614.9807755989022553)>, <QgsPointXY: POINT(8152865.89337973669171333 2174593.62081395369023085)>, <QgsPointXY: POINT(8152937.42607619520276785 2174580.02812331635504961)>]"
1300.3580706908654,921.4817540392328,0.0010852086822301034,80.85350467307119,"[<QgsPointXY: POINT(8152884.23509677685797215 2174587.7953739445656538)>, <QgsPointXY: POINT(8153085.99398422800004482 2174560.61001033242791891)>, <QgsPointXY: POINT(8153210.71766010764986277 2174537.30830037221312523)>, <QgsPointXY: POINT(8153306.09458872023969889 2174498.47217921540141106)>, <QgsPointXY: POINT(8153383.1298002926632762 2174451.86893630493432283)>, <QgsPointXY: POINT(8153471.17004208918660879 2174397.49862753506749868)>, <QgsPointXY: POINT(8153592.2253745598718524 2174277.10777101246640086)>, <QgsPointXY: POINT(8153683.93395976722240448 2174168.36828373232856393)>, <QgsPointXY: POINT(8153757.3008279288187623 2174013.02721469011157751)>, <QgsPointXY: POINT(8153786.64757519494742155 2173900.40571617893874645)>, <QgsPointXY: POINT(8153815.9943224610760808 2173834.38652051147073507)>]"
576.1479779459507,1394.3407567623578,0.0007171848023161769,23.674878146680726,"[<QgsPointXY: POINT(8154164.48694624099880457 2172816.94257090566679835)>, <QgsPointXY: POINT(8154248.85884463135153055 2172599.48054256150498986)>, <QgsPointXY: POINT(8154435.94435844942927361 2172312.12373555451631546)>]"
876.2530306453338,1274.0618170323703,0.0007848912718609421,39.405937585090996,"[<QgsPointXY: POINT(8155209.96481757424771786 2170995.77317798556759953)>, <QgsPointXY: POINT(8155287.00002914760261774 2170821.04307489795610309)>, <QgsPointXY: POINT(8155367.70358412805944681 2170642.43170237215235829)>, <QgsPointXY: POINT(8155400.71867480222135782 2170498.76722282730042934)>, <QgsPointXY: POINT(8155400.71867480222135782 2170289.09664260456338525)>, <QgsPointXY: POINT(8155408.05536161828786135 2170157.0829916843213141)>]"
828.5571741563261,927.5152204844787,0.0010781494232274264,51.182803382618815,"[<QgsPointXY: POINT(8155400.71867480129003525 2170459.93916717264801264)>, <QgsPointXY: POINT(8155404.38701820932328701 2170223.08970521576702595)>, <QgsPointXY: POINT(8155415.39204843528568745 2170149.31751069240272045)>, <QgsPointXY: POINT(8155455.74382592365145683 2170013.42209484148770571)>, <QgsPointXY: POINT(8155562.12578476313501596 2169815.4047587956301868)>, <QgsPointXY: POINT(8155657.50271337572485209 2169698.92491382965818048)>]"
681.245258975319,1562.1801861910549,0.00064013102255395,24.985900152627377,"[<QgsPointXY: POINT(8156200.41753778979182243 2168895.23297641146928072)>, <QgsPointXY: POINT(8156270.11606254708021879 2168790.40603879559785128)>, <QgsPointXY: POINT(8156369.16133456770330667 2168697.2270123865455389)>, <QgsPointXY: POINT(8156515.89507089648395777 2168569.106578987557441)>, <QgsPointXY: POINT(8156702.98058471456170082 2168444.86938783712685108)>]"
1470.810212128391,2248.1667710039346,0.0004448068590362818,37.48441561658089,"[<QgsPointXY: POINT(8156526.90010112151503563 2168553.57688675494864583)>, <QgsPointXY: POINT(8156769.01076606381684542 2168382.75108942994847894)>, <QgsPointXY: POINT(8156959.76462328899651766 2168227.4562100968323648)>, <QgsPointXY: POINT(8157113.83504643384367228 2168068.28024363610893488)>, <QgsPointXY: POINT(8157264.23712617065757513 2167839.22442797711119056)>, <QgsPointXY: POINT(8157381.6241152323782444 2167629.58248243294656277)>, <QgsPointXY: POINT(8157484.33773066289722919 2167466.52919534873217344)>]"
688.3404948350565,1078.3236152229842,0.000927365390020891,36.5743684597317,"[<QgsPointXY: POINT(8157469.66435702983289957 2167485.94022940611466765)>, <QgsPointXY: POINT(8157572.37797246035188437 2167330.65249836025759578)>, <QgsPointXY: POINT(8157730.11673901230096817 2167179.24815202690660954)>, <QgsPointXY: POINT(8157972.22740395274013281 2167031.7270998265594244)>]"
2503.4885579067695,3818.2821839087183,0.0002618978775885849,37.56645567785511,"[<QgsPointXY: POINT(8158320.72002773359417915 2166791.0372539097443223)>, <QgsPointXY: POINT(8158738.91117626801133156 2166627.99098243564367294)>, <QgsPointXY: POINT(8159039.71533574163913727 2166496.00214249966666102)>, <QgsPointXY: POINT(8159384.53961611166596413 2166348.48626129887998104)>, <QgsPointXY: POINT(8159655.99702831823378801 2166146.62423268146812916)>, <QgsPointXY: POINT(8160044.84142958745360374 2165882.65396413486450911)>, <QgsPointXY: POINT(8160389.66570995841175318 2165463.41441165655851364)>]"
954.7569532523484,2848.762062044407,0.0003510296677014691,19.202566831036403,"[<QgsPointXY: POINT(8160103.53492411971092224 2165824.4257095200009644)>, <QgsPointXY: POINT(8160217.25356977432966232 2165680.79675821727141738)>, <QgsPointXY: POINT(8160308.96215497888624668 2165575.9871100471355021)>, <QgsPointXY: POINT(8160397.00239677540957928 2165463.41441165655851364)>, <QgsPointXY: POINT(8160485.04263857286423445 2165366.36950354464352131)>, <QgsPointXY: POINT(8160624.43968808371573687 2165253.79801508132368326)>, <QgsPointXY: POINT(8160763.83673759642988443 2165141.22717633843421936)>]"
968.6222647354317,987.1872394534257,0.0010129790581102612,56.218279059675865,"[<QgsPointXY: POINT(8160536.39944629091769457 2165315.90634216042235494)>, <QgsPointXY: POINT(8160657.45477875974029303 2165230.50744341546669602)>, <QgsPointXY: POINT(8160796.85182827245444059 2165106.29153089784085751)>, <QgsPointXY: POINT(8160859.21366621181368828 2165017.01183238252997398)>, <QgsPointXY: POINT(8160910.5704739261418581 2164931.61424225801602006)>, <QgsPointXY: POINT(8160972.93231186550110579 2164768.58351741684600711)>, <QgsPointXY: POINT(8161002.27905913162976503 2164640.48890369711443782)>, <QgsPointXY: POINT(8161027.95746298972517252 2164524.03998469095677137)>]"
563.9709337276256,1464.076340587168,0.0006830244928341303,22.07067580757845,"[<QgsPointXY: POINT(8160976.60065527353435755 2164764.70185009809210896)>, <QgsPointXY: POINT(8161016.95243276283144951 2164586.14598833210766315)>, <QgsPointXY: POINT(8161068.30924047809094191 2164415.35495402524247766)>, <QgsPointXY: POINT(8161156.34948227554559708 2164232.92072784481570125)>]"
2416.6760469304554,3836.508373148057,0.0002606536732720454,36.091498954779205,"[<QgsPointXY: POINT(8161348.93751120939850807 2163833.12402649549767375)>, <QgsPointXY: POINT(8161613.05823659896850586 2163149.99521752772852778)>, <QgsPointXY: POINT(8161701.09847839642316103 2162497.94001705851405859)>, <QgsPointXY: POINT(8161642.40498386416584253 2161473.32583184167742729)>]"
1725.5976915064252,1035.270813166891,0.0009659308340211024,95.5010646522474,"[<QgsPointXY: POINT(8161818.4854674581438303 2158042.81181173445656896)>, <QgsPointXY: POINT(8161833.1588410921394825 2157577.17756072618067265)>, <QgsPointXY: POINT(8161950.54583015386015177 2157142.59558936581015587)>, <QgsPointXY: POINT(8162170.64643464516848326 2156940.82866852404549718)>, <QgsPointXY: POINT(8162625.52101726178079844 2156708.02326726960018277)>]"
1271.767144541554,1083.039928796407,0.0009233269923033309,67.27996629506806,"[<QgsPointXY: POINT(8162229.33992917742580175 2156909.78778838040307164)>, <QgsPointXY: POINT(8162537.48077546432614326 2156754.58412602124735713)>, <QgsPointXY: POINT(8162830.94824812188744545 2156428.6604402856901288)>, <QgsPointXY: POINT(8162977.68198444880545139 2155963.06458655605092645)>]"
1639.0182656113457,4372.740593360147,0.0002286895320336324,21.47596619542891,"[<QgsPointXY: POINT(8163256.47608347237110138 2150035.44435664638876915)>, <QgsPointXY: POINT(8163263.8127702884376049 2149469.15553125226870179)>, <QgsPointXY: POINT(8163249.13939665537327528 2149189.89582175482064486)>, <QgsPointXY: POINT(8163205.11927575711160898 2148817.55571918468922377)>, <QgsPointXY: POINT(8163095.06897351052612066 2148414.19523929944261909)>]"
955.675964329947,2155.255900727775,0.00046398202629317726,25.405892321051617,"[<QgsPointXY: POINT(8162214.66655554343014956 2145490.07931498531252146)>, <QgsPointXY: POINT(8162295.37011052388697863 2145660.70543195959180593)>, <QgsPointXY: POINT(8162412.75709958747029305 2145870.11223486298695207)>, <QgsPointXY: POINT(8162471.45059411693364382 2146009.71800880692899227)>, <QgsPointXY: POINT(8162544.81746228132396936 2146281.17651739483699203)>, <QgsPointXY: POINT(8162559.49083591438829899 2146374.2488687108270824)>]"
1414.6537091608138,2116.53454109372,0.0004724704372097087,38.29547093786505,"[<QgsPointXY: POINT(8162398.08372595347464085 2145831.33302907878533006)>, <QgsPointXY: POINT(8162266.02336325775831938 2145614.17088963463902473)>, <QgsPointXY: POINT(8162170.64643464516848326 2145428.03382121864706278)>, <QgsPointXY: POINT(8162104.61625329684466124 2145156.58708687825128436)>, <QgsPointXY: POINT(8162060.59613239858299494 2144962.69885537680238485)>, <QgsPointXY: POINT(8162053.25944558158516884 2144605.94950136821717024)>, <QgsPointXY: POINT(8162053.25944558158516884 2144489.61958865402266383)>]"
1038.3097801951583,1253.763539986167,0.0007975985647269924,47.44975135661956,"[<QgsPointXY: POINT(8161994.56595105119049549 2143690.83942517964169383)>, <QgsPointXY: POINT(8161972.55589060112833977 2143427.17153537785634398)>, <QgsPointXY: POINT(8161950.54583015386015177 2143171.26196026941761374)>, <QgsPointXY: POINT(8162045.92275876644998789 2142892.09167148778215051)>, <QgsPointXY: POINT(8162119.28962692990899086 2142682.7165520447306335)>]"
1237.6821469037986,1013.2086959009498,0.0009869634992727687,69.98949346089198,"[<QgsPointXY: POINT(8161957.88251697085797787 2143109.22377628087997437)>, <QgsPointXY: POINT(8162089.94287966471165419 2142791.28115092776715755)>, <QgsPointXY: POINT(8162133.96300056390464306 2142628.43447702238336205)>, <QgsPointXY: POINT(8162141.29968737903982401 2142403.55318850511685014)>, <QgsPointXY: POINT(8162060.59613239858299494 2142124.39378143241629004)>, <QgsPointXY: POINT(8161965.21920378506183624 2141938.28970779618248343)>]"
1093.9548082823185,867.9098237936375,0.0011521934336783926,72.21832473176742,"[<QgsPointXY: POINT(8162075.26950602978467941 2142155.411297966260463)>, <QgsPointXY: POINT(8161972.55589060019701719 2141938.28970779664814472)>, <QgsPointXY: POINT(8161928.53576970193535089 2141775.45008547464385629)>, <QgsPointXY: POINT(8161957.88251696806401014 2141527.31610601767897606)>, <QgsPointXY: POINT(8162031.24938513152301311 2141286.93929311353713274)>, <QgsPointXY: POINT(8162141.29968737717717886 2141139.61301832878962159)>]"
340.7547287908462,544.402199350147,0.0018368772227476305,35.86283786536142,"[<QgsPointXY: POINT(8162036.75190024543553591 2141294.69333808496594429)>, <QgsPointXY: POINT(8162088.10870796069502831 2141203.58350235549733043)>, <QgsPointXY: POINT(8162122.95797033794224262 2141126.04354841122403741)>, <QgsPointXY: POINT(8162146.80220249202102423 2140976.77999593690037727)>]"
1188.5101644910862,941.8987076731745,0.0010616852872325905,72.29717567185264,"[<QgsPointXY: POINT(8162165.14391952939331532 2140924.4410958718508482)>, <QgsPointXY: POINT(8162242.17913110181689262 2140668.56402950687333941)>, <QgsPointXY: POINT(8162267.85753495898097754 2140478.5968407248146832)>, <QgsPointXY: POINT(8162256.85250473394989967 2140311.89244844065979123)>, <QgsPointXY: POINT(8162201.82735361158847809 2140133.55907769501209259)>, <QgsPointXY: POINT(8162121.12379863113164902 2139990.11818910669535398)>, <QgsPointXY: POINT(8161996.40012275334447622 2139819.54119338374584913)>]"
825.9421251622263,1035.7251527182902,0.0009655071110086218,45.69069098076937,"[<QgsPointXY: POINT(8161868.00810346659272909 2139241.91641568392515182)>, <QgsPointXY: POINT(8161890.01816391572356224 2139470.63829776644706726)>, <QgsPointXY: POINT(8161930.36994140595197678 2139656.71907391585409641)>, <QgsPointXY: POINT(8161981.72674912121146917 2139788.52735269302502275)>, <QgsPointXY: POINT(8162069.76699091680347919 2139924.21326583623886108)>, <QgsPointXY: POINT(8162132.12882885802537203 2140005.62526188930496573)>]"
753.0256420484686,1516.7346144307137,0.0006593111217253632,28.44610437713277,"[<QgsPointXY: POINT(8161860.67141664959490299 2139071.34589116042479873)>, <QgsPointXY: POINT(8161871.67644687462598085 2138962.80177986947819591)>, <QgsPointXY: POINT(8161879.01313369069248438 2138887.20891231810674071)>, <QgsPointXY: POINT(8161877.17896198760718107 2138786.41887283697724342)>, <QgsPointXY: POINT(8161862.5055883526802063 2138677.87632926274091005)>, <QgsPointXY: POINT(8161833.15884108934551477 2138559.64316667430102825)>, <QgsPointXY: POINT(8161800.14375041425228119 2138410.39903865428641438)>, <QgsPointXY: POINT(8161776.29951826110482216 2138330.93184664146974683)>]"
879.7733792068012,2053.642693237012,0.0004869396235738412,24.545312445301175,"[<QgsPointXY: POINT(8161778.13368996512144804 2138307.67321684071794152)>, <QgsPointXY: POINT(8161745.1185992918908596 2138152.61638542683795094)>, <QgsPointXY: POINT(8161723.10853884276002645 2138020.81903666164726019)>, <QgsPointXY: POINT(8161719.44019543379545212 2137900.65163285983726382)>, <QgsPointXY: POINT(8161715.77185202669352293 2137753.3506521568633616)>, <QgsPointXY: POINT(8161734.11356906685978174 2137563.41153660090640187)>, <QgsPointXY: POINT(8161752.4552861088886857 2137435.49438669579103589)>]"
1449.3133633973248,1901.8848405537478,0.0005257941904142012,43.6617071359585,"[<QgsPointXY: POINT(8161895.52067902870476246 2135819.15816390002146363)>, <QgsPointXY: POINT(8161910.19405266176909208 2135644.74129930743947625)>, <QgsPointXY: POINT(8161943.20914333686232567 2135450.94658915651962161)>, <QgsPointXY: POINT(8161998.23429445922374725 2135264.9054558053612709)>, <QgsPointXY: POINT(8162089.94287966378033161 2135059.48707265267148614)>, <QgsPointXY: POINT(8162218.33489895053207874 2134861.8223426821641624)>, <QgsPointXY: POINT(8162354.06360505521297455 2134691.28965452499687672)>, <QgsPointXY: POINT(8162478.78728093206882477 2134528.50982486596331)>]"
1089.102010274786,1755.9272158630044,0.0005694996870975197,35.537320729600964,"[<QgsPointXY: POINT(8162948.33523718267679214 2133923.91076541738584638)>, <QgsPointXY: POINT(8163113.4106905534863472 2133722.3818546156398952)>, <QgsPointXY: POINT(8163249.13939665723592043 2133540.23249106761068106)>, <QgsPointXY: POINT(8163333.51129504479467869 2133412.34138741716742516)>, <QgsPointXY: POINT(8163414.21485002618283033 2133226.31944045564159751)>, <QgsPointXY: POINT(8163480.24503137264400721 2132989.91907433979213238)>]"
1139.9138487479322,1760.8772645669242,0.0005678987514475878,37.090746672701066,"[<QgsPointXY: POINT(8163997.48145192582160234 2131366.19618126843124628)>, <QgsPointXY: POINT(8164052.50660304818302393 2131153.06822356954216957)>, <QgsPointXY: POINT(8164122.20512780454009771 2130959.31752613419666886)>, <QgsPointXY: POINT(8164206.57702619303017855 2130800.44336930103600025)>, <QgsPointXY: POINT(8164312.9589850315824151 2130649.32035456178709865)>, <QgsPointXY: POINT(8164485.37112521566450596 2130432.32522254856303334)>, <QgsPointXY: POINT(8164540.39627633988857269 2130385.82657509529963136)>]"
110.44006082230973,1007.2028325134253,0.0009928486772664738,6.282497596334069,"[<QgsPointXY: POINT(8164506.92264273855835199 2130417.79438348952680826)>, <QgsPointXY: POINT(8164537.64501878432929516 2130381.95169273670762777)>, <QgsPointXY: POINT(8164553.69402119517326355 2130358.70241450844332576)>, <QgsPointXY: POINT(8164573.86990993842482567 2130330.12521408498287201)>]"
89.47957729665791,293.726592850881,0.003404526605146983,17.45433425674158,"[<QgsPointXY: POINT(8164586.25056894216686487 2130312.68829849408939481)>, <QgsPointXY: POINT(8164609.63625816814601421 2130277.33015568321570754)>, <QgsPointXY: POINT(8164641.27572006452828646 2130242.45643283892422915)>]"
712.1993741146638,1339.9830481993818,0.0007462780975802357,30.452637713187922,"[<QgsPointXY: POINT(8144208.14439345896244049 2184398.37330638896673918)>, <QgsPointXY: POINT(8144281.51126162242144346 2184592.65387927042320371)>, <QgsPointXY: POINT(8144329.1997259296476841 2184732.53709994815289974)>, <QgsPointXY: POINT(8144409.90328090917319059 2184856.87858979357406497)>, <QgsPointXY: POINT(8144534.62695678789168596 2185023.96372551564127207)>]"
932.0340678235032,2251.1003845246864,0.0004442271907883607,23.72245094701641,"[<QgsPointXY: POINT(8144930.80804487410932779 2185560.20019067218527198)>, <QgsPointXY: POINT(8145070.20509438682347536 2185742.83484528725966811)>, <QgsPointXY: POINT(8145165.58202299755066633 2185871.06871876493096352)>, <QgsPointXY: POINT(8145235.28054775577038527 2185999.30344277899712324)>, <QgsPointXY: POINT(8145319.65244614239782095 2186189.71414764225482941)>, <QgsPointXY: POINT(8145389.35097090061753988 2186364.58277363888919353)>]"
1124.3495813009085,1026.5593722452093,0.0009741277777366927,62.753784581351496,"[<QgsPointXY: POINT(8145271.96398183703422546 2186104.22339509939774871)>, <QgsPointXY: POINT(8145352.66753681749105453 2186275.20527826575562358)>, <QgsPointXY: POINT(8145426.03440498095005751 2186461.7326938696205616)>, <QgsPointXY: POINT(8145499.40127314534038305 2186578.31324269715696573)>, <QgsPointXY: POINT(8145624.12494902405887842 2186714.32477174606174231)>, <QgsPointXY: POINT(8145789.20040239300578833 2186823.13468415336683393)>, <QgsPointXY: POINT(8145990.959289844147861 2186896.97033075848594308)>]"
924.2805283794219,1091.4372646871293,0.0009162230687502313,48.52076713492398,"[<QgsPointXY: POINT(8146211.05989433638751507 2186955.26182997971773148)>, <QgsPointXY: POINT(8146464.17558950278908014 2187032.98410245683044195)>, <QgsPointXY: POINT(8146651.2611033208668232 2187095.16214551171287894)>, <QgsPointXY: POINT(8146790.65815283358097076 2187184.54343292023986578)>, <QgsPointXY: POINT(8146992.41704028379172087 2187402.16916590975597501)>]"
919.0341215397967,1389.7270134308956,0.0007195657782683844,37.89001428614877,"[<QgsPointXY: POINT(8147645.38216694258153439 2188105.58339111041277647)>, <QgsPointXY: POINT(8147817.79430713038891554 2188292.12847729912027717)>, <QgsPointXY: POINT(8147924.17626596707850695 2188400.94727630354464054)>, <QgsPointXY: POINT(8148063.57331547886133194 2188494.22102060168981552)>, <QgsPointXY: POINT(8148272.66888974700123072 2188587.49521539360284805)>, <QgsPointXY: POINT(8148379.05084858369082212 2188634.13248173100873828)>]"
1370.5801369926921,1081.3186599053856,0.0009247967662811803,72.6228634036655,"[<QgsPointXY: POINT(8148085.58337592706084251 2188505.88027031347155571)>, <QgsPointXY: POINT(8148327.6940408693626523 2188614.70027373591437936)>, <QgsPointXY: POINT(8148474.42777719721198082 2188696.31567871849983931)>, <QgsPointXY: POINT(8148606.48813989199697971 2188836.22860408201813698)>, <QgsPointXY: POINT(8148687.19169487152248621 2188956.70999106019735336)>, <QgsPointXY: POINT(8148742.21684599574655294 2189061.64600515877828002)>, <QgsPointXY: POINT(8148778.90028007607907057 2189240.42719459580257535)>, <QgsPointXY: POINT(8148833.9254312003031373 2189450.30287733161821961)>, <QgsPointXY: POINT(8148859.60383505746722221 2189528.03519071452319622)>]"
1551.637876020845,1279.193646759899,0.0007817424691976267,69.49870479252343,"[<QgsPointXY: POINT(8148856.85257749818265438 2189565.92980698030441999)>, <QgsPointXY: POINT(8148908.20938521437346935 2189830.22253275336697698)>, <QgsPointXY: POINT(8148939.39030418265610933 2189946.82341518765315413)>, <QgsPointXY: POINT(8149020.09385916497558355 2190104.2357238894328475)>, <QgsPointXY: POINT(8149133.81250481773167849 2190288.85673428839072585)>, <QgsPointXY: POINT(8149227.35526172630488873 2190386.99809566559270024)>, <QgsPointXY: POINT(8149305.30755915213376284 2190441.41332301031798124)>, <QgsPointXY: POINT(8149430.03123503085225821 2190513.31939450744539499)>, <QgsPointXY: POINT(8149718.91327842511236668 2190677.53831934276968241)>, <QgsPointXY: POINT(8149770.27008613850921392 2190710.57661511283367872)>]"
1206.5952946279617,1035.043920276802,0.0009661425765706346,66.79215887190381,"[<QgsPointXY: POINT(8148878.1447911923751235 2189613.8049663444980979)>, <QgsPointXY: POINT(8148907.98084624484181404 2189738.39207269391044974)>, <QgsPointXY: POINT(8148937.81690129730850458 2189855.54187642503529787)>, <QgsPointXY: POINT(8148965.89789428748190403 2189954.0970239257439971)>, <QgsPointXY: POINT(8149006.2643217109143734 2190060.09085743827745318)>, <QgsPointXY: POINT(8149079.97692831140011549 2190195.83819614397361875)>, <QgsPointXY: POINT(8149137.89397635497152805 2190272.0802708794362843)>, <QgsPointXY: POINT(8149244.95276213064789772 2190374.35669785784557462)>, <QgsPointXY: POINT(8149474.86589224170893431 2190511.96583676198497415)>, <QgsPointXY: POINT(8149541.55825059395283461 2190547.29807129967957735)>]"
2545.2840781850123,1768.9966980490506,0.0005652921800831265,82.43883976871267,"[<QgsPointXY: POINT(8149329.19574110396206379 2190443.16114464169368148)>, <QgsPointXY: POINT(8149574.9044297719374299 2190577.0515821436420083)>, <QgsPointXY: POINT(8149767.96125658135861158 2190699.78529935283586383)>, <QgsPointXY: POINT(8149950.48771102074533701 2190867.15071740048006177)>, <QgsPointXY: POINT(8150101.42304834630340338 2191053.11399586498737335)>, <QgsPointXY: POINT(8150248.84826154634356499 2191302.30759955476969481)>, <QgsPointXY: POINT(8150347.13173701241612434 2191558.94318317156285048)>, <QgsPointXY: POINT(8150375.21273000445216894 2191707.71899812063202262)>, <QgsPointXY: POINT(8150413.82409536466002464 2191908.56816884316504002)>, <QgsPointXY: POINT(8150410.31397124100476503 2192124.29738597990944982)>, <QgsPointXY: POINT(8150384.86557134333997965 2192392.10253053437918425)>, <QgsPointXY: POINT(8150365.55988866183906794 2192535.3054188690148294)>]"
2254.6456969976084,1146.7759314033422,0.0008720099302888854,112.64771015660531,"[<QgsPointXY: POINT(8150049.64871751423925161 2195444.22818701202049851)>, <QgsPointXY: POINT(8150007.52722802758216858 2195801.36407145531848073)>, <QgsPointXY: POINT(8149979.44623503740876913 2196121.30392696522176266)>, <QgsPointXY: POINT(8149986.46648328378796577 2196262.67439417727291584)>, <QgsPointXY: POINT(8150049.64871751423925161 2196485.8930353200994432)>, <QgsPointXY: POINT(8150225.15492370631545782 2196738.87729153316468)>, <QgsPointXY: POINT(8150520.00535010639578104 2196947.21976430155336857)>, <QgsPointXY: POINT(8150856.97726599313318729 2197051.39184654830023646)>, <QgsPointXY: POINT(8151025.46322393510490656 2197110.91900388989597559)>]"
1052.9408840898416,1772.5746031266672,0.0005641511495403845,34.034713477619675,"[<QgsPointXY: POINT(8150583.18758433498442173 2196939.77892286330461502)>, <QgsPointXY: POINT(8150849.95701774675399065 2197036.51008598646149039)>, <QgsPointXY: POINT(8151095.66570641379803419 2197140.68265161802992225)>, <QgsPointXY: POINT(8151313.29340208973735571 2197319.26550482446327806)>, <QgsPointXY: POINT(8151488.79960828181356192 2197453.20373249147087336)>]"
455.0474538617357,1138.6554517228008,0.0008782287903570713,22.897443247651232,"[<QgsPointXY: POINT(8153113.98707761336117983 2199134.95196199044585228)>, <QgsPointXY: POINT(8153250.88191844150424004 2199272.62370588956400752)>, <QgsPointXY: POINT(8153310.55402854736894369 2199354.48304802132770419)>, <QgsPointXY: POINT(8153391.28688339423388243 2199492.15636407025158405)>]"
674.2266200988627,860.0206255080552,0.0011627628109607863,44.917922455888046,"[<QgsPointXY: POINT(8154851.49851890560239553 2201557.37446664925664663)>, <QgsPointXY: POINT(8154900.64025663770735264 2201724.83431370044127107)>, <QgsPointXY: POINT(8154946.27187024895101786 2201843.91775997774675488)>, <QgsPointXY: POINT(8154988.39335973374545574 2201918.3452888885512948)>, <QgsPointXY: POINT(8155079.65658695343881845 2202022.54431398678570986)>, <QgsPointXY: POINT(8155184.9603106677532196 2202126.74390450771898031)>]"
1205.9733019056953,1393.3734780572095,0.0007176826714071715,49.589849019514325,"[<QgsPointXY: POINT(8155925.59650079160928726 2202725.90252427756786346)>, <QgsPointXY: POINT(8156192.36593420244753361 2202956.63940230710431933)>, <QgsPointXY: POINT(8156360.85189214628189802 2203068.28727449802681804)>, <QgsPointXY: POINT(8156599.54033256601542234 2203150.16279352363198996)>, <QgsPointXY: POINT(8156992.67423443403095007 2203217.15211432939395308)>]"
1425.308983205023,3148.8270882660486,0.0003175785687713535,25.934796338626594,"[<QgsPointXY: POINT(8156929.4920002045109868 2203209.70884491596370935)>, <QgsPointXY: POINT(8157294.54490908328443766 2203276.69837355799973011)>, <QgsPointXY: POINT(8157603.43583197891712189 2203373.46143884118646383)>, <QgsPointXY: POINT(8157968.48874085582792759 2203552.10222575999796391)>, <QgsPointXY: POINT(8158256.31891901046037674 2203700.97081851912662387)>]"
1319.4244468037207,1224.28467304081,0.0008168034951513815,61.74826317189111,"[<QgsPointXY: POINT(8158480.96686293464154005 2203797.73602314246818423)>, <QgsPointXY: POINT(8158881.12101304996758699 2203976.38075989671051502)>, <QgsPointXY: POINT(8159063.64746749028563499 2204088.03456502826884389)>, <QgsPointXY: POINT(8159204.05243244301527739 2204251.79465462127700448)>, <QgsPointXY: POINT(8159365.51814213674515486 2204542.10006719036027789)>, <QgsPointXY: POINT(8159407.63963162340223789 2204653.75716495607048273)>]"
528.7340136373108,1680.3718522175957,0.000595106374032804,18.028287861672386,"[<QgsPointXY: POINT(8159505.92310709413141012 2204826.82695102319121361)>, <QgsPointXY: POINT(8159560.33003101218491793 2204934.76373732229694724)>, <QgsPointXY: POINT(8159605.96164462249726057 2205020.36920666741207242)>, <QgsPointXY: POINT(8159641.06288586184382439 2205078.06006457796320319)>, <QgsPointXY: POINT(8159718.28561658412218094 2205182.27624782035127282)>, <QgsPointXY: POINT(8159788.48809906002134085 2205271.60485565895214677)>]"
621.1874320294246,1318.91137948757,0.0007582010554708573,26.985450800859628,"[<QgsPointXY: POINT(8159877.99626422021538019 2205377.68311793822795153)>, <QgsPointXY: POINT(8159990.32023618184030056 2205530.28796319523826241)>, <QgsPointXY: POINT(8160078.07333927694708109 2205675.44979680236428976)>, <QgsPointXY: POINT(8160116.68470463901758194 2205775.94709465466439724)>, <QgsPointXY: POINT(8160169.33656649570912123 2205921.11078823963180184)>]"
221.78822456772753,646.2046816044787,0.0015474972999531258,19.664867146859173,"[<QgsPointXY: POINT(8160197.41755948681384325 2206008.58174969954416156)>, <QgsPointXY: POINT(8160223.74349041655659676 2206090.46982001652941108)>, <QgsPointXY: POINT(8160241.29411103669553995 2206127.69178579747676849)>, <QgsPointXY: POINT(8160272.88522815052419901 2206183.52486998634412885)>, <QgsPointXY: POINT(8160288.68078670743852854 2206209.58036492811515927)>]"
